CONCEPTICON_GLOSS	FREQUENCY	PRESENT	ABSENT
CAPE	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
CHAMELEON	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
KNOT	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
HEEL	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
HARE	3	Dunabeitia-2018-750; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
TORCH	3	Dunabeitia-2018-750; Liu-2011-435; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
LETTER	3	Dunabeitia-2018-750; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BUTCHER	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
ROOT	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SALT	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
KNEE	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
PACIFIER	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
NIPPLE	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SCAR	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
ANKLE	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
ENGINE	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
DEVIL	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BACK	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
OLIVE	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
GHOST	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SUIT	3	Dunabeitia-2018-750; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
WOOL	3	Dunabeitia-2018-750; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SACK	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
CORNER	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
WOUND	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
FRUIT	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
LAKE	3	Dunabeitia-2018-750; Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
RAFT	3	Liu-2011-435; Zhong-2024-1286; vanDort-2007-50	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260
SHRIMP	3	Nishimoto-2005-359; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BAMBOO	3	Liu-2011-435; Nishimoto-2005-359; Shao-2016-327	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
HAMMOCK	3	Boukadi-2015-348; Nishimoto-2005-359; Shao-2016-327	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
BEAVER	3	Nishimoto-2005-359; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
JUG	3	Bangalore-2022-180; Boukadi-2015-348; Nishimoto-2005-359	Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
PANDA	3	Boukadi-2015-348; Liu-2011-435; Shao-2016-327	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
SADDLE	3	Boukadi-2015-348; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
PIN	3	Liu-2011-435; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
RADISH	3	Liu-2011-435; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
LEAD (GUIDE)	3	Dunabeitia-2022-500; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BUCKET	3	Rogic-2013-346; Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
DRILL	3	Liu-2011-435; Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
GOURD	2	Hwang-2021-60; MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
KITE (TOY)	2	Dimitropoulou-2009-260; Snodgrass-1980-260	Bangalore-2022-180; Boukadi-2015-348; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
ARMADILLO	2	Boukadi-2015-348; MorenoMartinez-2012-360	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
CHEETAH	2	MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
LYNX	2	Dunabeitia-2018-750; MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
HEN	2	Liu-2011-435; MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
PARTRIDGE	2	MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
PHEASANT	2	MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
RAVEN	2	MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
MOTH	2	MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
STARFISH	2	Boukadi-2015-348; MorenoMartinez-2012-360	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
CHESTNUT	2	MorenoMartinez-2012-360; Nishimoto-2005-359	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
PINE	2	MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
WILLOW	2	MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SPINACH	2	MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
TURNIP	2	MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
COOKING POT	2	Liu-2011-435; MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
SKATE	2	Liu-2011-435; MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
ARMOUR	2	MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
CROSSBOW	2	MorenoMartinez-2012-360; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BELLY	2	Dunabeitia-2018-750; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SHOWER (ACTION)	2	Dunabeitia-2018-750; Dunabeitia-2022-500	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
BATHE	2	Dunabeitia-2018-750; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SWEET	2	Dunabeitia-2018-750; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
GRAVE	2	Dunabeitia-2018-750; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SWIM	2	Dunabeitia-2018-750; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
DROP (OF A LIQUID)	2	Dunabeitia-2018-750; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
PRINCE (RULER)	2	Dunabeitia-2018-750; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SPOT	2	Dunabeitia-2018-750; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
